Дата;Название;Валюта;Цена
08.12.2021,American Express Company (AXP),$,168.93
07.12.2021,American Express Company (AXP),$,166.95
06.12.2021,American Express Company (AXP),$,160.68
03.12.2021,American Express Company (AXP),$,155.94
02.12.2021,American Express Company (AXP),$,156.77
01.12.2021,American Express Company (AXP),$,150.06
30.11.2021,American Express Company (AXP),$,152.3
29.11.2021,American Express Company (AXP),$,157.86
26.11.2021,American Express Company (AXP),$,156.82
24.11.2021,American Express Company (AXP),$,171.61
23.11.2021,American Express Company (AXP),$,170.85
22.11.2021,American Express Company (AXP),$,170.9
19.11.2021,American Express Company (AXP),$,173.54
18.11.2021,American Express Company (AXP),$,176.21
17.11.2021,American Express Company (AXP),$,179.61
16.11.2021,American Express Company (AXP),$,180.92
15.11.2021,American Express Company (AXP),$,183.13
12.11.2021,American Express Company (AXP),$,181.89
11.11.2021,American Express Company (AXP),$,181.3
10.11.2021,American Express Company (AXP),$,181.39
09.11.2021,American Express Company (AXP),$,179.86
08.11.2021,American Express Company (AXP),$,180.05
05.11.2021,American Express Company (AXP),$,176.69
04.11.2021,American Express Company (AXP),$,172.53
03.11.2021,American Express Company (AXP),$,172.61
02.11.2021,American Express Company (AXP),$,173.17
01.11.2021,American Express Company (AXP),$,174.21
29.10.2021,American Express Company (AXP),$,173.78
28.10.2021,American Express Company (AXP),$,174.61
27.10.2021,American Express Company (AXP),$,178.03
26.10.2021,American Express Company (AXP),$,180.95
25.10.2021,American Express Company (AXP),$,182.31
22.10.2021,American Express Company (AXP),$,187.08
21.10.2021,American Express Company (AXP),$,177.47
20.10.2021,American Express Company (AXP),$,179.6
19.10.2021,American Express Company (AXP),$,177.31
18.10.2021,American Express Company (AXP),$,176.82
15.10.2021,American Express Company (AXP),$,175.81
14.10.2021,American Express Company (AXP),$,171.51
13.10.2021,American Express Company (AXP),$,168.72
12.10.2021,American Express Company (AXP),$,174.91
11.10.2021,American Express Company (AXP),$,173.46
08.10.2021,American Express Company (AXP),$,175.15
07.10.2021,American Express Company (AXP),$,174.29
06.10.2021,American Express Company (AXP),$,173.4
05.10.2021,American Express Company (AXP),$,174.76
04.10.2021,American Express Company (AXP),$,172.66
01.10.2021,American Express Company (AXP),$,173.94
